image;title;author;format;duzy_rozmiar;maly_rozmiar;kategoria;cena_duzy;cena_maly;ilosc(quantity)
https://as1.ftcdn.net/jpg/01/71/42/22/500_F_171422292_0Zyla4NEKIiDIS1JjgJfe5flIFNgwRIn.jpg;EXPO Milano;AlessandroBarattelli;jpeg;5616x3744;1688x1125;Architektura;1120.99;538.99;56
https://as1.ftcdn.net/jpg/02/98/09/92/500_F_298099298_1IfWsbPAgDS2gzKcUNQJnhsMF1oPsyOj.jpg;Buildings reflecting each other in wide windows;Mario Martinez\ADDICTIVE STOCK;jpeg;5899x4001;1674x1135;Architektura;1120.99;538.99;90
https://as1.ftcdn.net/jpg/03/54/35/44/500_F_354354477_oOVmRcIDmXcpfYgF6M9zI3AxSZwORih6.jpg;Man with bike walking on pavement;VISTA by Westend61;jpeg;7800x5200;1688x1125;Architektura;1120.99;538.99;54
https://as1.ftcdn.net/jpg/02/32/16/86/500_F_232168625_9OwyDjFWsLof3TNNImrvLq8BCD5OqxIq.jpg;Peranakan Terrace House  Singapore;AWL Images;jpeg;6000x4004;1687x1126;Architektura;1120.99;538.99;83
https://as2.ftcdn.net/jpg/02/68/87/55/500_F_268875546_7IKLJ6dnsUV9gnzXhpw06Qif0ISTrbRp.jpg;Green wall;Di Na\Stocksy;jpeg;4000x6000;1125x1688;Architektura;1120.99;538.99;6
https://as2.ftcdn.net/jpg/02/72/48/45/500_F_272484563_0SlhKREbje2Mv3Ojan4tZY3aVyF79hc0.jpg;Exterior view of building entrance;Agencia\Stocksy;jpeg;3847x2881;1593x1193;Architektura;1120.99;538.99;63
https://as2.ftcdn.net/jpg/02/80/65/19/500_F_280651975_4hbI8qJ1E9HdIHNQFwDG1Nt9bY2usTjm.jpg;Rear view of woman walking through alley;ADDICTIVE CREATIVES\Stocksy;jpeg;6016x4016;1687x1126;Architektura;1120.99;538.99;87
https://as2.ftcdn.net/jpg/02/68/01/91/500_F_268019147_9mLxNPiJxcPptfwNcAJyQDVB00fcIvfI.jpg;aerial photography of person on staircase;Oliver Matziol\Scopio;jpeg;4995x4995;1378x1378;Architektura;2240.99;1120.99;65
https://as2.ftcdn.net/jpg/01/12/78/73/500_F_112787354_xraaKOq1wS7bv296FqWEn2ix8vv1PUED.jpg;Colourful buildings mountainside;Gary Arndt;jpeg;4288x2848;1691x1123;Architektura;2240.99;1120.99;3
https://as2.ftcdn.net/jpg/02/09/14/77/500_F_209147734_ajKmGIV8PlG2dE8TndwSD82AvceTk7iB.jpg;white stairs  architecture and blue sea;Sonja Lekovic\Stocksy;jpeg;3648x5472;1125x1688;Architektura;1120.99;538.99;10
https://as1.ftcdn.net/jpg/02/45/94/52/500_F_245945204_UaOuX7osJGY5ZS0cZ9oTzv9pf1c6eh2z.jpg;Businessman reading newspaper near office building;ADDICTIVE STOCK;jpeg;3000x2000;1688x1125;Architektura;1120.99;538.99;49
https://as1.ftcdn.net/jpg/01/95/51/92/500_F_195519259_4NPEJcPOLXUVU24ELXSWI2cuEu9MIr2C.jpg;FRA\Centre  Amboise;Grand Tour;jpeg;8368x2953;2320x819;Architektura;1120.99;538.99;103
https://as2.ftcdn.net/jpg/02/28/36/33/500_F_228363317_OtA5PJ5ThaNyyqKvvI1eb19rQ3aNFfhT.jpg;Reflection of a building from a helicopter;Dan Marker-Moore;jpeg;4601x3067;1688x1125;Architektura;1120.99;538.99;33
https://as2.ftcdn.net/jpg/02/75/32/91/500_F_275329151_EQYpQDcIk8boRL0YGMqvkGk00ObyzHS3.jpg;Niches in Wall;Mint Images;jpeg;5100x3400;1688x1125;Architektura;1120.99;538.99;53
https://as2.ftcdn.net/jpg/03/85/17/11/500_F_385171135_qrBoRMgitq0ZLZrlrS8PPughyhNHMi13.jpg;Male worker holding container while standing in house at construction site seen through window;MiJo\Westend61;jpeg;5760x3840;1688x1125;Architektura;2240.99;1120.99;85
https://as2.ftcdn.net/jpg/03/18/06/55/500_F_318065586_raleWIoYKBtDCZiXmcasvyqnF4tMp3iW.jpg;Woman Standing On Circle Against Building;ole spata\EyeEm;jpeg;5755x3837;1688x1126;Architektura;1120.99;538.99;101
