image;title;author;format;duzy_rozmiar;maly_rozmiar;kategoria;cena_duzy;cena_maly;ilosc(quantity)
https://as1.ftcdn.net/jpg/03/90/21/76/500_F_390217692_Yl6f46sJ4FT1tejQwQ0Ne41GRNSeBWna.jpg;early morning light on the coastal cliffs on Freycinet Peninsula Tasmania;Neal Pritchard\Stocksy;jpeg;8532x3767;2074x916;Morze;1120.99;538.99;71
https://as1.ftcdn.net/jpg/03/85/81/58/500_F_385815842_zVir0107DyNPzapSWkMARA71zmz9xa1m.jpg;Aerial view of Nusa Penida island surrounded by sea;Tandem Stock;jpeg;5922x3948;1688x1125;Morze;1120.99;538.99;5
https://as2.ftcdn.net/jpg/03/85/15/91/500_F_385159126_Nx89RxqXA0VLaBTAsCumT80Livm1pOK3.jpg;Areal view of manta rays swimming against current;Jovo Jovanovic\Stocksy;jpeg;5464x3640;1689x1125;Morze;1120.99;538.99;18
https://as2.ftcdn.net/jpg/03/85/80/33/500_F_385803351_HuZ9QsJGvjyzcqhuEJxbuVt2pCnmoCiw.jpg;Mauritius  Black River  Tamarin  Helicopter panorama of Indian Ocean and coastal village;Martin Moxter\Westend61;jpeg;10000x3256;2416x787;Morze;2240.99;1120.99;105
https://as2.ftcdn.net/jpg/03/74/97/35/500_F_374973500_zpReQpdFoRxbPTflHaHQPXiN8FfGSMDH.jpg;High angle view of seaplane parked by tropical resort;Jacob Lund;jpeg;3789x5052;1194x1592;Morze;1120.99;538.99;65
https://as1.ftcdn.net/jpg/03/61/61/18/500_F_361611854_y9dmPmY6CmZXuGhPZ42dxyFLrOh6am2P.jpg;Anse Source d'Argent beach  La Digue  Seychelles;JCB;jpeg;11796x3932;2387x796;Morze;1120.99;538.99;67
https://as1.ftcdn.net/jpg/02/12/20/28/500_F_212202809_XAssafpEGrZagWjaXagWQNrnaosJegW2.jpg;Plitvice Lakes National Park - Infrared;Paolo;jpeg;3945x5909;1126x1687;Morze;1120.99;538.99;96
https://as2.ftcdn.net/jpg/03/91/36/77/500_F_391367702_Y6Wkq4V8Tv0h0IkIpAtwZ2KsTnPfk5G9.jpg;Sea of Marmara topview - abstract pattern made of waves and foam;Yakov Knyazev\Stocksy;jpeg;8256x5504;1688x1125;Morze;1120.99;538.99;15
https://as2.ftcdn.net/jpg/03/32/97/31/500_F_332973104_BR706TMz0NgnQ2CG24ZAdUk6M97c0kr1.jpg;Lofoten nights;Johan;jpeg;5764x3843;1688x1126;Morze;1120.99;538.99;83
https://as2.ftcdn.net/jpg/03/85/86/01/500_F_385860165_ovXDUz8YFsVU95xfi3xLJDT1Xi6ncPrG.jpg;Red map pin icon partially submerged in ocean;Colin Anderson;jpeg;4914x3553;1621x1172;Morze;2240.99;1120.99;83
